city_ascii,country,region,latitude,longitude,population,iso2,iso3,admin_name,city
Polohy,Ukraine,Europe ,47.4796,36.2611,18886,UA,UKR,Zaporiz’ka Oblast’,Polohy
P'yatykhatky,Ukraine,Europe ,48.4126,33.7034,18845,UA,UKR,Dnipropetrovs’ka Oblast’,P”yatykhatky
Starobilsk,Ukraine,Europe ,49.2667,38.9167,18796,UA,UKR,Luhans’ka Oblast’,Starobilsk
Vovchansk,Ukraine,Europe ,50.2881,36.9461,18644,UA,UKR,Kharkivs’ka Oblast’,Vovchansk
Skadovs'k,Ukraine,Europe ,46.1167,32.9167,18482,UA,UKR,Khersons’ka Oblast’,Skadovs’k
Dniprorudne,Ukraine,Europe ,47.3855,34.9879,18468,UA,UKR,Zaporiz’ka Oblast’,Dniprorudne
Korsun'-Shevchenkivs'kyy,Ukraine,Europe ,49.4261,31.2806,18401,UA,UKR,Cherkas’ka Oblast’,Korsun’-Shevchenkivs’kyy
Amvrosiivka,Ukraine,Europe ,47.7958,38.4801,18413,UA,UKR,Donets’ka Oblast’,Amvrosiivka
Svatove,Ukraine,Europe ,49.4092,38.1619,18417,UA,UKR,Luhans’ka Oblast’,Svatove
Lutuhyne,Ukraine,Europe ,48.4019,39.2103,18107,UA,UKR,Luhans’ka Oblast’,Lutuhyne
Bolhrad,Ukraine,Europe ,45.6855,28.6134,17400,UA,UKR,Odes’ka Oblast’,Bolhrad
Svalyava,Ukraine,Europe ,48.5472,22.9861,17234,UA,UKR,Zakarpats’ka Oblast’,Svalyava
Zvenyhorodka,Ukraine,Europe ,49.0833,30.9667,17078,UA,UKR,Cherkas’ka Oblast’,Zvenyhorodka
Zmiiv,Ukraine,Europe ,49.6878,36.3558,17063,UA,UKR,Kharkivs’ka Oblast’,Zmiiv
Vatutine,Ukraine,Europe ,49.0167,31.0667,16888,UA,UKR,Cherkas’ka Oblast’,Vatutine
Izyaslav,Ukraine,Europe ,50.1167,26.8,16901,UA,UKR,Khmel’nyts’ka Oblast’,Izyaslav
Sudak,Ukraine,Europe ,44.8514,34.9725,16756,UA,UKR,"Krym, Avtonomna Respublika",Sudak
Berezan',Ukraine,Europe ,50.3197,31.47,16506,UA,UKR,Kyyivs’ka Oblast’,Berezan’
Horodok,Ukraine,Europe ,49.1667,26.5667,16516,UA,UKR,Khmel’nyts’ka Oblast’,Horodok
Bilohirs'k,Ukraine,Europe ,45.0544,34.6022,16428,UA,UKR,"Krym, Avtonomna Respublika",Bilohirs’k
Verkhivtseve,Ukraine,Europe ,48.4812,34.2488,16364,UA,UKR,Dnipropetrovs’ka Oblast’,Verkhivtseve
Bar,Ukraine,Europe ,49.0781,27.6831,16136,UA,UKR,Vinnyts’ka Oblast’,Bar
Horodok,Ukraine,Europe ,49.7822,23.6436,15993,UA,UKR,L’vivs’ka Oblast’,Horodok
Skvyra,Ukraine,Europe ,49.7333,29.6833,15889,UA,UKR,Kyyivs’ka Oblast’,Skvyra
Vinnichki,Ukraine,Europe ,49.8156,24.1297,15723,UA,UKR,L’vivs’ka Oblast’,Vinnichki
Ovruch,Ukraine,Europe ,51.3244,28.8081,15795,UA,UKR,Zhytomyrs’ka Oblast’,Ovruch
Putyvl',Ukraine,Europe ,51.3347,33.8686,15778,UA,UKR,Sums’ka Oblast’,Putyvl’
Ostroh,Ukraine,Europe ,50.3333,26.5167,15642,UA,UKR,Rivnens’ka Oblast’,Ostroh
Rakhiv,Ukraine,Europe ,48.05,24.2167,15621,UA,UKR,Zakarpats’ka Oblast’,Rakhiv
Novo-Voznesenovka,Ukraine,Europe ,48.0731,39.7972,15659,UA,UKR,Luhans’ka Oblast’,Novo-Voznesenovka
Bohodukhiv,Ukraine,Europe ,50.1608,35.5164,15576,UA,UKR,Kharkivs’ka Oblast’,Bohodukhiv
Bilopillya,Ukraine,Europe ,51.1532,34.3025,15215,UA,UKR,Sums’ka Oblast’,Bilopillya
Burshtyn,Ukraine,Europe ,49.26,24.635,15039,UA,UKR,Ivano-Frankivs’ka Oblast’,Burshtyn
Tul'chyn,Ukraine,Europe ,48.6744,28.8497,15051,UA,UKR,Vinnyts’ka Oblast’,Tul’chyn
Vil'nyans'k,Ukraine,Europe ,47.9445,35.4331,15044,UA,UKR,Zaporiz’ka Oblast’,Vil’nyans’k
Ochakiv,Ukraine,Europe ,46.6186,31.5392,14705,UA,UKR,Mykolayivs’ka Oblast’,Ochakiv
Hulyaypole,Ukraine,Europe ,47.6644,36.2632,14678,UA,UKR,Zaporiz’ka Oblast’,Hulyaypole
Radomyshl,Ukraine,Europe ,50.4947,29.2333,14607,UA,UKR,Zhytomyrs’ka Oblast’,Radomyshl
Orikhiv,Ukraine,Europe ,47.5677,35.7849,14479,UA,UKR,Zaporiz’ka Oblast’,Orikhiv
Hola Prystan',Ukraine,Europe ,46.5167,32.5167,14479,UA,UKR,Khersons’ka Oblast’,Hola Prystan’
Zolote,Ukraine,Europe ,48.6833,38.5167,14376,UA,UKR,Luhans’ka Oblast’,Zolote
Lebedyn,Ukraine,Europe ,50.5831,34.4823,14301,UA,UKR,Sums’ka Oblast’,Lebedyn
Kivertsi,Ukraine,Europe ,50.8331,25.4614,14195,UA,UKR,Volyns’ka Oblast’,Kivertsi
Zhovkva,Ukraine,Europe ,50.0667,23.9667,13834,UA,UKR,L’vivs’ka Oblast’,Zhovkva
Zhashkiv,Ukraine,Europe ,49.25,30.1,13853,UA,UKR,Cherkas’ka Oblast’,Zhashkiv
Horodyshche,Ukraine,Europe ,49.2925,31.4581,13799,UA,UKR,Cherkas’ka Oblast’,Horodyshche
Apostolove,Ukraine,Europe ,47.6595,33.717,13792,UA,UKR,Dnipropetrovs’ka Oblast’,Apostolove
Tal'ne,Ukraine,Europe ,48.8863,30.7027,13558,UA,UKR,Cherkas’ka Oblast’,Tal’ne
Kaharlyk,Ukraine,Europe ,49.8522,30.8092,13544,UA,UKR,Kyyivs’ka Oblast’,Kaharlyk
Vasylivka,Ukraine,Europe ,47.4344,35.2808,13166,UA,UKR,Zaporiz’ka Oblast’,Vasylivka
Yavoriv,Ukraine,Europe ,49.9469,23.3931,13057,UA,UKR,L’vivs’ka Oblast’,Yavoriv
Izyum,Ukraine,Europe ,49.2238,37.2915,13108,UA,UKR,Kharkivs’ka Oblast’,Izyum
Tetiyiv,Ukraine,Europe ,49.3708,29.69,13015,UA,UKR,Kyyivs’ka Oblast’,Tetiyiv
Rozhyshche,Ukraine,Europe ,50.9131,25.27,12953,UA,UKR,Volyns’ka Oblast’,Rozhyshche
Bershad',Ukraine,Europe ,48.3728,29.5325,12795,UA,UKR,Vinnyts’ka Oblast’,Bershad’
Kam'yanka-Dniprovs'ka,Ukraine,Europe ,47.4792,34.4232,12638,UA,UKR,Zaporiz’ka Oblast’,Kam”yanka-Dniprovs’ka
Shchastia,Ukraine,Europe ,48.7381,39.2311,12629,UA,UKR,Luhans’ka Oblast’,Shchastia
Vakhrusheve,Ukraine,Europe ,48.1606,38.8389,12197,UA,UKR,Luhans’ka Oblast’,Vakhrusheve
Buchach,Ukraine,Europe ,49.0647,25.3872,12511,UA,UKR,Ternopil’s’ka Oblast’,Buchach
Kamin'-Kashyrs'kyy,Ukraine,Europe ,51.6242,24.9606,12489,UA,UKR,Volyns’ka Oblast’,Kamin’-Kashyrs’kyy
Hnivan',Ukraine,Europe ,49.0833,28.35,12433,UA,UKR,Vinnyts’ka Oblast’,Hnivan’
Beryslav,Ukraine,Europe ,46.8333,33.4167,12417,UA,UKR,Khersons’ka Oblast’,Beryslav
Uzyn,Ukraine,Europe ,49.8242,30.4425,12147,UA,UKR,Kyyivs’ka Oblast’,Uzyn
Ukrainsk,Ukraine,Europe ,48.1,37.3667,11824,UA,UKR,Donets’ka Oblast’,Ukrainsk
Baranivka,Ukraine,Europe ,50.3,27.6667,11765,UA,UKR,Zhytomyrs’ka Oblast’,Baranivka
Nemyriv,Ukraine,Europe ,48.9794,28.8439,11697,UA,UKR,Vinnyts’ka Oblast’,Nemyriv
Prymors'k,Ukraine,Europe ,46.7333,36.3596,11679,UA,UKR,Zaporiz’ka Oblast’,Prymors’k
Mena,Ukraine,Europe ,51.5167,32.2167,11670,UA,UKR,Chernihivs’ka Oblast’,Mena
Mala Vyska,Ukraine,Europe ,48.65,31.6333,11614,UA,UKR,Kirovohrads’ka Oblast’,Mala Vyska
Kalmiuske,Ukraine,Europe ,47.6667,38.0667,11603,UA,UKR,Donets’ka Oblast’,Kalmiuske
Lokhvytsya,Ukraine,Europe ,50.361,33.2652,11485,UA,UKR,Poltavs’ka Oblast’,Lokhvytsya
Myronivka,Ukraine,Europe ,49.65,30.9833,11478,UA,UKR,Kyyivs’ka Oblast’,Myronivka
Snovsk,Ukraine,Europe ,51.8167,31.95,11390,UA,UKR,Chernihivs’ka Oblast’,Snovsk
Illintsi,Ukraine,Europe ,49.1,29.2,11270,UA,UKR,Vinnyts’ka Oblast’,Illintsi
Zhydachiv,Ukraine,Europe ,49.3833,24.1333,10962,UA,UKR,L’vivs’ka Oblast’,Zhydachiv
Bobrynets',Ukraine,Europe ,48.0578,32.1581,10898,UA,UKR,Kirovohrads’ka Oblast’,Bobrynets’
Hrebinka,Ukraine,Europe ,50.118,32.4396,10805,UA,UKR,Poltavs’ka Oblast’,Hrebinka
Khrystynivka,Ukraine,Europe ,48.8333,29.9667,10762,UA,UKR,Cherkas’ka Oblast’,Khrystynivka
Inkerman,Ukraine,Europe ,44.6142,33.6083,10196,UA,UKR,"Sevastopol’, Misto",Inkerman
Shcholkine,Ukraine,Europe ,45.4236,35.8186,10593,UA,UKR,"Krym, Avtonomna Respublika",Shcholkine
Bolekhiv,Ukraine,Europe ,49.0669,23.8514,10476,UA,UKR,Ivano-Frankivs’ka Oblast’,Bolekhiv
Lyuboml',Ukraine,Europe ,51.2158,24.0408,10466,UA,UKR,Volyns’ka Oblast’,Lyuboml’
Olevsk,Ukraine,Europe ,51.2278,27.6481,10457,UA,UKR,Zhytomyrs’ka Oblast’,Olevsk
Verkhn'odniprovs'k,Ukraine,Europe ,48.6561,34.3283,10314,UA,UKR,Dnipropetrovs’ka Oblast’,Verkhn’odniprovs’k
Oster,Ukraine,Europe ,50.9486,30.8811,10245,UA,UKR,Chernihivs’ka Oblast’,Oster
Radyvyliv,Ukraine,Europe ,50.1333,25.25,10190,UA,UKR,Rivnens’ka Oblast’,Radyvyliv
Tarashcha,Ukraine,Europe ,49.55,30.5,10195,UA,UKR,Kyyivs’ka Oblast’,Tarashcha
Borzna,Ukraine,Europe ,51.2333,32.4167,10205,UA,UKR,Chernihivs’ka Oblast’,Borzna
Snyatyn,Ukraine,Europe ,48.45,25.5667,9942,UA,UKR,Ivano-Frankivs’ka Oblast’,Snyatyn
Pereshchepyne,Ukraine,Europe ,49.0179,35.3598,9931,UA,UKR,Dnipropetrovs’ka Oblast’,Pereshchepyne
Zin'kiv,Ukraine,Europe ,50.2081,34.3668,9856,UA,UKR,Poltavs’ka Oblast’,Zin’kiv
Kobelyaky,Ukraine,Europe ,49.1474,34.1993,9841,UA,UKR,Poltavs’ka Oblast’,Kobelyaky
Berezivka,Ukraine,Europe ,47.2039,30.9125,9845,UA,UKR,Odes’ka Oblast’,Berezivka
Khodoriv,Ukraine,Europe ,49.41,24.3094,9605,UA,UKR,L’vivs’ka Oblast’,Khodoriv
Pohrebyshche,Ukraine,Europe ,49.4869,29.2733,9525,UA,UKR,Vinnyts’ka Oblast’,Pohrebyshche
Dubrovytsya,Ukraine,Europe ,51.5667,26.5667,9424,UA,UKR,Rivnens’ka Oblast’,Dubrovytsya
Staryy Krym,Ukraine,Europe ,45.0292,35.0886,9370,UA,UKR,"Krym, Avtonomna Respublika",Staryy Krym
Tysmenytsya,Ukraine,Europe ,48.9008,24.8492,9287,UA,UKR,Ivano-Frankivs’ka Oblast’,Tysmenytsya
Irshava,Ukraine,Europe ,48.3172,23.0375,9276,UA,UKR,Zakarpats’ka Oblast’,Irshava
Khotyn,Ukraine,Europe ,48.5,26.5,9262,UA,UKR,Chernivets’ka Oblast’,Khotyn
Horodenka,Ukraine,Europe ,48.6675,25.5003,9113,UA,UKR,Ivano-Frankivs’ka Oblast’,Horodenka
Valky,Ukraine,Europe ,49.8386,35.6217,9235,UA,UKR,Kharkivs’ka Oblast’,Valky
Kalanchak,Ukraine,Europe ,46.255,33.2906,9224,UA,UKR,Khersons’ka Oblast’,Kalanchak
Horokhiv,Ukraine,Europe ,50.4994,24.765,9134,UA,UKR,Volyns’ka Oblast’,Horokhiv
Tyachiv,Ukraine,Europe ,48.0114,23.5722,9019,UA,UKR,Zakarpats’ka Oblast’,Tyachiv
Pomichna,Ukraine,Europe ,48.25,31.4167,8994,UA,UKR,Kirovohrads’ka Oblast’,Pomichna
Chop,Ukraine,Europe ,48.4333,22.2,8897,UA,UKR,Zakarpats’ka Oblast’,Chop
Chyhyryn,Ukraine,Europe ,49.0833,32.6667,8962,UA,UKR,Cherkas’ka Oblast’,Chyhyryn
Monastyryshche,Ukraine,Europe ,48.99,29.8011,8925,UA,UKR,Cherkas’ka Oblast’,Monastyryshche
Tlumach,Ukraine,Europe ,48.8669,25.0012,8886,UA,UKR,Ivano-Frankivs’ka Oblast’,Tlumach
Rava-Rus'ka,Ukraine,Europe ,50.25,23.6167,8647,UA,UKR,L’vivs’ka Oblast’,Rava-Rus’ka
Solotvyno,Ukraine,Europe ,47.9597,23.8669,8632,UA,UKR,Zakarpats’ka Oblast’,Solotvyno
Bus'k,Ukraine,Europe ,49.9667,24.6167,8624,UA,UKR,L’vivs’ka Oblast’,Bus’k
Barvynkove,Ukraine,Europe ,48.9067,37.0131,8660,UA,UKR,Kharkivs’ka Oblast’,Barvynkove
Andrushivka,Ukraine,Europe ,50.0167,29.0167,8606,UA,UKR,Zhytomyrs’ka Oblast’,Andrushivka
Kosiv,Ukraine,Europe ,48.315,25.0953,8522,UA,UKR,Ivano-Frankivs’ka Oblast’,Kosiv
Lypovets',Ukraine,Europe ,49.2161,29.0561,8463,UA,UKR,Vinnyts’ka Oblast’,Lypovets’
Zavodske,Ukraine,Europe ,50.4002,33.3908,8180,UA,UKR,Poltavs’ka Oblast’,Zavodske
Yaremche,Ukraine,Europe ,48.4536,24.5564,8094,UA,UKR,Ivano-Frankivs’ka Oblast’,Yaremche
Artemivsk,Ukraine,Europe ,48.4403,38.7422,7506,UA,UKR,Luhans’ka Oblast’,Artemivsk
Pivdenne,Ukraine,Europe ,49.8849,36.0687,7705,UA,UKR,Kharkivs’ka Oblast’,Pivdenne
Rohatyn,Ukraine,Europe ,49.4167,24.6167,7797,UA,UKR,Ivano-Frankivs’ka Oblast’,Rohatyn
Novoselytsya,Ukraine,Europe ,48.2167,26.2667,7588,UA,UKR,Chernivets’ka Oblast’,Novoselytsya
Rzhyshchiv,Ukraine,Europe ,49.9611,31.0436,7359,UA,UKR,Kyyivs’ka Oblast’,Rzhyshchiv
Shyryayeve,Ukraine,Europe ,47.3878,30.1911,7238,UA,UKR,Odes’ka Oblast’,Shyryayeve
Kupiansk,Ukraine,Europe ,49.7064,37.6167,6893,UA,UKR,Kharkivs’ka Oblast’,Kupiansk
Sharhorod,Ukraine,Europe ,48.75,28.0833,7029,UA,UKR,Vinnyts’ka Oblast’,Sharhorod
Molochans'k,Ukraine,Europe ,47.2038,35.5985,7040,UA,UKR,Zaporiz’ka Oblast’,Molochans’k
Vorozhba,Ukraine,Europe ,51.1749,34.2299,6972,UA,UKR,Sums’ka Oblast’,Vorozhba
Pryvillya,Ukraine,Europe ,48.9999,38.2948,6970,UA,UKR,Luhans’ka Oblast’,Pryvillya
Oleksandrivsk,Ukraine,Europe ,48.5833,39.1833,6709,UA,UKR,Luhans’ka Oblast’,Oleksandrivsk
Perechyn,Ukraine,Europe ,48.7333,22.4667,6683,UA,UKR,Zakarpats’ka Oblast’,Perechyn
Lityn,Ukraine,Europe ,49.3255,28.0872,6658,UA,UKR,Vinnyts’ka Oblast’,Lityn
Staryy Sambir,Ukraine,Europe ,49.4333,23,6630,UA,UKR,L’vivs’ka Oblast’,Staryy Sambir
Sudova Vyshnya,Ukraine,Europe ,49.7892,23.3722,6538,UA,UKR,L’vivs’ka Oblast’,Sudova Vyshnya
Halych,Ukraine,Europe ,49.1128,24.7217,6196,UA,UKR,Ivano-Frankivs’ka Oblast’,Halych
Blahovishchenske,Ukraine,Europe ,48.3197,30.2353,6232,UA,UKR,Kirovohrads’ka Oblast’,Blahovishchenske
Morshyn,Ukraine,Europe ,49.155,23.8725,5850,UA,UKR,L’vivs’ka Oblast’,Morshyn
Chudniv,Ukraine,Europe ,50.0528,28.0969,5583,UA,UKR,Zhytomyrs’ka Oblast’,Chudniv
Cheremoshna,Ukraine,Europe ,51.3894,30.0989,0,UA,UKR,Kyyivs’ka Oblast’,Cheremoshna
Dubai,United Arab Emirates,Middle east ,25.2697,55.3094,2502715,AE,ARE,Dubayy,Dubai
Sharjah,United Arab Emirates,Middle east ,25.3575,55.3919,1400000,AE,ARE,Ash Shāriqah,Sharjah
Abu Dhabi,United Arab Emirates,Middle east ,24.4781,54.3686,1000000,AE,ARE,Abū Z̧aby,Abu Dhabi
Al `Ayn,United Arab Emirates,Middle east ,24.2075,55.7447,766936,AE,ARE,Abū Z̧aby,Al ‘Ayn
`Ajman,United Arab Emirates,Middle east ,25.3994,55.4797,238119,AE,ARE,‘Ajmān,‘Ajmān
Ra's al Khaymah,United Arab Emirates,Middle east ,25.7915,55.9428,160849,AE,ARE,Ra’s al Khaymah,Ra’s al Khaymah
Al Fujayrah,United Arab Emirates,Middle east ,25.1308,56.3347,93673,AE,ARE,Al Fujayrah,Al Fujayrah
Umm al Qaywayn,United Arab Emirates,Middle east ,25.5653,55.5533,44411,AE,ARE,Umm al Qaywayn,Umm al Qaywayn
Madinat Zayid,United Arab Emirates,Middle east ,23.6522,53.6536,29095,AE,ARE,Abū Z̧aby,Madīnat Zāyid
London,United Kingdom,Europe ,51.5072,-0.1275,10979000,GB,GBR,"London, City of",London
Birmingham,United Kingdom,Europe ,52.48,-1.9025,2897303,GB,GBR,Birmingham,Birmingham
Manchester,United Kingdom,Europe ,53.4794,-2.2453,2705000,GB,GBR,Manchester,Manchester
Leeds,United Kingdom,Europe ,53.7997,-1.5492,1901934,GB,GBR,Leeds,Leeds
Newcastle,United Kingdom,Europe ,55.0077,-1.6578,1650000,GB,GBR,Newcastle upon Tyne,Newcastle
Birstall,United Kingdom,Europe ,52.6736,-1.12,1424216,GB,GBR,Leicester,Birstall
Glasgow,United Kingdom,Europe ,55.8609,-4.2514,985290,GB,GBR,Glasgow City,Glasgow
Liverpool,United Kingdom,Europe ,53.4,-2.9833,864122,GB,GBR,Liverpool,Liverpool
Southampton,United Kingdom,Europe ,50.9,-1.4,855569,GB,GBR,Southampton,Southampton
Portsmouth,United Kingdom,Europe ,50.8058,-1.0872,855679,GB,GBR,Portsmouth,Portsmouth
Nottingham,United Kingdom,Europe ,52.95,-1.15,768638,GB,GBR,Nottingham,Nottingham
Bristol,United Kingdom,Europe ,51.45,-2.5833,724000,GB,GBR,"Bristol, City of",Bristol
Sheffield,United Kingdom,Europe ,53.3833,-1.4667,685368,GB,GBR,Sheffield,Sheffield
Kingston upon Hull,United Kingdom,Europe ,53.7444,-0.3325,573300,GB,GBR,"Kingston upon Hull, City of",Kingston upon Hull
Leicester,United Kingdom,Europe ,52.6333,-1.1333,508916,GB,GBR,Leicester,Leicester
Edinburgh,United Kingdom,Europe ,55.953,-3.189,488050,GB,GBR,"Edinburgh, City of",Edinburgh
Caerdydd,United Kingdom,Europe ,51.4833,-3.1833,479000,GB,GBR,Cardiff,Caerdydd
Stoke-on-Trent,United Kingdom,Europe ,53,-2.1833,372775,GB,GBR,Stoke-on-Trent,Stoke-on-Trent
Coventry,United Kingdom,Europe ,52.4081,-1.5106,362690,GB,GBR,Coventry,Coventry
Reading,United Kingdom,Europe ,51.4542,-0.9731,337108,GB,GBR,Reading,Reading
Belfast,United Kingdom,Europe ,54.5964,-5.93,333871,GB,GBR,Belfast,Belfast
Derby,United Kingdom,Europe ,52.9167,-1.4667,270500,GB,GBR,Derby,Derby
Plymouth,United Kingdom,Europe ,50.3714,-4.1422,267918,GB,GBR,Plymouth,Plymouth
Wolverhampton,United Kingdom,Europe ,52.5833,-2.1333,254406,GB,GBR,Wolverhampton,Wolverhampton
Abertawe,United Kingdom,Europe ,51.6167,-3.95,245500,GB,GBR,Swansea,Abertawe
Milton Keynes,United Kingdom,Europe ,52.04,-0.76,229941,GB,GBR,Milton Keynes,Milton Keynes
Islington,United Kingdom,Europe ,51.544,-0.1027,206125,GB,GBR,Islington,Islington
Aberdeen,United Kingdom,Europe ,57.15,-2.11,214610,GB,GBR,Aberdeen City,Aberdeen
Luton,United Kingdom,Europe ,51.8783,-0.4147,213052,GB,GBR,Luton,Luton
Norwich,United Kingdom,Europe ,52.63,1.297,213166,GB,GBR,Norfolk,Norwich
Croydon,United Kingdom,Europe ,51.3727,-0.1099,192064,GB,GBR,Croydon,Croydon
Swindon,United Kingdom,Europe ,51.56,-1.78,192599,GB,GBR,Swindon,Swindon
Basildon,United Kingdom,Europe ,51.5761,0.4886,185900,GB,GBR,Essex,Basildon
Bournemouth,United Kingdom,Europe ,50.72,-1.88,183491,GB,GBR,Bournemouth,Bournemouth
Worthing,United Kingdom,Europe ,50.8147,-0.3714,183000,GB,GBR,West Sussex,Worthing
Ipswich,United Kingdom,Europe ,52.0594,1.1556,180000,GB,GBR,Suffolk,Ipswich
Sunderland,United Kingdom,Europe ,54.9061,-1.3811,174286,GB,GBR,Sunderland,Sunderland
Ilford,United Kingdom,Europe ,51.5588,0.0855,168168,GB,GBR,Redbridge,Ilford
Middlesbrough,United Kingdom,Europe ,54.5767,-1.2355,174700,GB,GBR,Redcar and Cleveland,Middlesbrough
Warrington,United Kingdom,Europe ,53.3917,-2.5972,165456,GB,GBR,Warrington,Warrington
Huddersfield,United Kingdom,Europe ,53.645,-1.7798,162949,GB,GBR,Kirklees,Huddersfield
Slough,United Kingdom,Europe ,51.51,-0.59,164455,GB,GBR,Slough,Slough
Oxford,United Kingdom,Europe ,51.7519,-1.2578,154600,GB,GBR,Oxfordshire,Oxford
York,United Kingdom,Europe ,53.9583,-1.0803,153717,GB,GBR,York,York
Harrow,United Kingdom,Europe ,51.5836,-0.3464,149246,GB,GBR,Harrow,Harrow
Poole,United Kingdom,Europe ,50.7167,-1.9833,151500,GB,GBR,Poole,Poole
Saint Albans,United Kingdom,Europe ,51.755,-0.336,147373,GB,GBR,Hertfordshire,Saint Albans
Dundee,United Kingdom,Europe ,56.462,-2.9707,148270,GB,GBR,Dundee City,Dundee
Blackpool,United Kingdom,Europe ,53.8142,-3.0503,139720,GB,GBR,Blackpool,Blackpool
Tottenham,United Kingdom,Europe ,51.588,-0.072,129237,GB,GBR,Haringey,Tottenham
Telford,United Kingdom,Europe ,52.6766,-2.4469,142723,GB,GBR,Telford and Wrekin,Telford
Sale,United Kingdom,Europe ,53.424,-2.322,134022,GB,GBR,Trafford,Sale
Brighton,United Kingdom,Europe ,50.8429,-0.1313,134293,GB,GBR,Brighton and Hove,Brighton
Enfield,United Kingdom,Europe ,51.6522,-0.0808,132640,GB,GBR,Enfield,Enfield
High Wycombe,United Kingdom,Europe ,51.6287,-0.7482,125257,GB,GBR,Buckinghamshire,High Wycombe
Bolton,United Kingdom,Europe ,53.578,-2.429,128139,GB,GBR,Bolton,Bolton
Romford,United Kingdom,Europe ,51.5768,0.1801,122854,GB,GBR,Havering,Romford
Newport,United Kingdom,Europe ,51.5833,-3,128060,GB,GBR,Newport,Newport
Exeter,United Kingdom,Europe ,50.7167,-3.5333,124180,GB,GBR,Devon,Exeter
Solihull,United Kingdom,Europe ,52.413,-1.778,123187,GB,GBR,Solihull,Solihull
Gateshead,United Kingdom,Europe ,54.95,-1.6,120046,GB,GBR,Gateshead,Gateshead
Preston,United Kingdom,Europe ,53.759,-2.699,122719,GB,GBR,Lancashire,Preston
Blackburn,United Kingdom,Europe ,53.748,-2.482,117963,GB,GBR,Blackburn with Darwen,Blackburn
Walthamstow,United Kingdom,Europe ,51.59,0,109424,GB,GBR,Waltham Forest,Walthamstow
Cheltenham,United Kingdom,Europe ,51.9,-2.0667,116447,GB,GBR,Gloucestershire,Cheltenham
Basingstoke,United Kingdom,Europe ,51.2667,-1.0876,113776,GB,GBR,Hampshire,Basingstoke
Maidstone,United Kingdom,Europe ,51.272,0.529,113137,GB,GBR,Kent,Maidstone
Chelmsford,United Kingdom,Europe ,51.7361,0.4798,111511,GB,GBR,Essex,Chelmsford
Doncaster,United Kingdom,Europe ,53.515,-1.133,109805,GB,GBR,Doncaster,Doncaster
Colchester,United Kingdom,Europe ,51.8917,0.903,111921,GB,GBR,Essex,Colchester
Wythenshawe,United Kingdom,Europe ,53.392,-2.264,110000,GB,GBR,Manchester,Wythenshawe
Rotherham,United Kingdom,Europe ,53.43,-1.357,109691,GB,GBR,Rotherham,Rotherham
Hounslow,United Kingdom,Europe ,51.4668,-0.375,103337,GB,GBR,Hounslow,Hounslow
Rochdale,United Kingdom,Europe ,53.6136,-2.161,107926,GB,GBR,Rochdale,Rochdale
Bedford,United Kingdom,Europe ,52.135,-0.47,106940,GB,GBR,Bedford,Bedford
Stockport,United Kingdom,Europe ,53.4083,-2.1494,105878,GB,GBR,Stockport,Stockport
Darlington,United Kingdom,Europe ,54.527,-1.5526,105564,GB,GBR,Darlington,Darlington
Crawley,United Kingdom,Europe ,51.1092,-0.1872,106597,GB,GBR,West Sussex,Crawley
Salford,United Kingdom,Europe ,53.483,-2.2931,103886,GB,GBR,Salford,Salford
Wembley,United Kingdom,Europe ,51.5528,-0.2979,102856,GB,GBR,Brent,Wembley
Dagenham,United Kingdom,Europe ,51.5397,0.1422,106247,GB,GBR,Barking and Dagenham,Dagenham
Gillingham,United Kingdom,Europe ,51.385,0.55,104157,GB,GBR,Medway,Gillingham
Mansfield,United Kingdom,Europe ,53.15,-1.2,106556,GB,GBR,Nottinghamshire,Mansfield
Eastbourne,United Kingdom,Europe ,50.77,0.28,103745,GB,GBR,East Sussex,Eastbourne
Worcester,United Kingdom,Europe ,52.192,-2.22,101328,GB,GBR,Worcestershire,Worcester
Fyfield,United Kingdom,Europe ,51.739,0.2722,104234,GB,GBR,Essex,Fyfield
Wigan,United Kingdom,Europe ,53.5448,-2.6318,103608,GB,GBR,Wigan,Wigan
Hove,United Kingdom,Europe ,50.8352,-0.1758,91900,GB,GBR,Brighton and Hove,Hove
Saint Helens,United Kingdom,Europe ,53.4541,-2.7461,102629,GB,GBR,St. Helens,Saint Helens
Hemel Hempstead,United Kingdom,Europe ,51.7526,-0.4692,97500,GB,GBR,Hertfordshire,Hemel Hempstead
Wakefield,United Kingdom,Europe ,53.68,-1.49,99251,GB,GBR,Wakefield,Wakefield
Watford,United Kingdom,Europe ,51.655,-0.3957,96800,GB,GBR,Hertfordshire,Watford
Lincoln,United Kingdom,Europe ,53.2344,-0.5386,97541,GB,GBR,Lincolnshire,Lincoln
Kettering,United Kingdom,Europe ,52.3931,-0.7229,93475,GB,GBR,Northamptonshire,Kettering
Fulham,United Kingdom,Europe ,51.4828,-0.195,87161,GB,GBR,Hammersmith and Fulham,Fulham
East Ham,United Kingdom,Europe ,51.5323,0.0554,76186,GB,GBR,Newham,East Ham
Barnsley,United Kingdom,Europe ,53.5537,-1.4791,91297,GB,GBR,Barnsley,Barnsley
Hartlepool,United Kingdom,Europe ,54.69,-1.21,92000,GB,GBR,Hartlepool,Hartlepool
Ealing,United Kingdom,Europe ,51.5175,-0.2988,85014,GB,GBR,Ealing,Ealing
Birkenhead,United Kingdom,Europe ,53.393,-3.014,88818,GB,GBR,Wirral,Birkenhead
